event,gender,clas_s,heat,typ,wind,name,year,position,school,mark,points
100 Meter Dash,Girls,3,,Finals,0.7,Tia Clayton,18,1,Edwin Allen High,11.56x,9
100 Meter Dash,Girls,3,,Finals,0.7,Serena Cole,18,2,Edwin Allen High,11.70x,7
100 Meter Dash,Girls,3,,Finals,0.7,Brianna Lyston,18,3,St. Jago High,11.71x,6
100 Meter Dash,Girls,3,,Finals,0.7,Danae Nembhard,18,4,St. Jago High,11.81x,5
100 Meter Dash,Girls,3,,Finals,0.7,Sashieka Steele,18,5,Holmwood,11.83x,4
100 Meter Dash,Girls,3,,Finals,0.7,Shenese Walker,18,6,Hydel High,11.92x,3
100 Meter Dash,Girls,3,,Finals,0.7,Shenequa Vassell,18,7,Mount Alvernia High,12.00x,2
100 Meter Dash,Girls,3,,Finals,0.7,Onanda Lowe,18,8,Immaculate,12.19x,1
100 Meter Dash,Girls,1,,Finals,1.2,Kasheika Cameron,18,1,Edwin Allen High,11.29x,9
100 Meter Dash,Girls,1,,Finals,1.2,Michae Harriott,18,2,Holmwood,11.44x,7
100 Meter Dash,Girls,1,,Finals,1.2,Ockera Myrie,18,3,Petersfield High,11.45x,6
100 Meter Dash,Girls,1,,Finals,1.2,Yanique Dayle,18,4,Hydel High,11.58x,5
100 Meter Dash,Girls,1,,Finals,1.2,Kelliesha King,18,5,Holmwood,11.69x,4
100 Meter Dash,Girls,1,,Finals,1.2,Sharikae Campbell,18,6,Hydel High,11.76x,3
100 Meter Dash,Girls,1,,Finals,1.2,Fredricka Mckenzi,18,7,Edwin Allen High,11.77x,2
100 Meter Dash,Girls,1,,Finals,1.2,Kimone Shaw,18,8,St. Jago High,11.95x,1
100 Meter Dash,Boys,2,,Finals,2.0,Sachin Dennis,18,1,Steths,10.20Rx,9
100 Meter Dash,Boys,2,,Finals,2.0,Terrique Stennett,18,2,Kingston College,10.37x,7
100 Meter Dash,Boys,2,,Finals,2.0,Conroy Jones,18,3,Steths,10.52x,6
100 Meter Dash,Boys,2,,Finals,2.0,Andre Bent,18,4,William Knibb,10.56x,5
100 Meter Dash,Boys,2,,Finals,2.0,Daniel Chambers,18,5,St. Jago High,10.57x,4
100 Meter Dash,Boys,2,,Finals,2.0,Rajay Morris,18,6,Clarendon College,10.69x,3
100 Meter Dash,Boys,2,,Finals,2.0,Shakur Williams,18,7,Meadowbrook High,10.86x,2
100 Meter Dash,Boys,2,,Finals,2.0,Justin Emmanuel,18,8,Papine High,10.89x,1
100 Meter Dash,Girls,2,,Finals,0.9,Kevona Davis,18,1,Edwin Allen High,11.16Rx,9
100 Meter Dash,Girls,2,,Finals,0.9,Ray-donna Lee,18,2,Hydel High,11.58x,7
100 Meter Dash,Girls,2,,Finals,0.9,Julien Alfred,18,3,St. Catherine High,11.64x,6
100 Meter Dash,Girls,2,,Finals,0.9,Krystal Sloley,18,4,Campion College,11.67x,5
100 Meter Dash,Girls,2,,Finals,0.9,Thennelle William,18,5,St. Jago High,11.77x,4
100 Meter Dash,Girls,2,,Finals,0.9,Hughasia Fyffe,18,6,Immaculate,11.93x,3
100 Meter Dash,Girls,2,,Finals,0.9,Kayla Bonnick,18,7,St. Jago High,11.93x,2
100 Meter Dash,Girls,2,,Finals,0.9,Kimberly Baker,18,8,Holmwood,12.03x,1
100 Meter Dash,Boys,1,,Finals,NWI,Tyreke Wilson,18,1,Calabar High,10.21x,9
100 Meter Dash,Boys,1,,Finals,NWI,Ryiem Robertson,18,2,Jamaica College,10.28x,7
100 Meter Dash,Boys,1,,Finals,NWI,Xavier Nairne,18,3,Wolmer's,10.42x,6
100 Meter Dash,Boys,1,,Finals,NWI,Kimani Gardner,18,4,Excelsior High,10.44x,5
100 Meter Dash,Boys,1,,Finals,NWI,Roshaun Rowe,18,5,Kingston College,10.45x,4
100 Meter Dash,Boys,1,,Finals,NWI,Michali Everett,18,6,Jamaica College,10.46x,3
100 Meter Dash,Boys,1,,Finals,NWI,Jhevaughn Mathers,18,7,Kingston College,18.74x,2
100 Meter Dash,Boys,1,,Finals,NWI,Michael Stephens,18,--,Calabar High,DNFx,0
100 Meter Dash,Girls,4,,Finals,0.9,Alana Reid,18,1,Hydel High,11.97x,9
100 Meter Dash,Girls,4,,Finals,0.9,Quaycian Davis,18,2,St. Jago High,12.31x,7
100 Meter Dash,Girls,4,,Finals,0.9,Shanise Ellis,18,3,Manchester High,12.33x,6
100 Meter Dash,Girls,4,,Finals,0.9,Ma-avian Williams,18,4,Excelsior High,12.42x,5
100 Meter Dash,Girls,4,,Finals,0.9,Alyshia Phipps,18,5,Wolmer's,12.44x,4
100 Meter Dash,Girls,4,,Finals,0.9,Anne-lie Waite,18,6,Spaldings High,12.45x,3
100 Meter Dash,Girls,4,,Finals,0.9,Carleta Bernard,18,7,Mount Alvernia High,12.77x,2
100 Meter Dash,Girls,4,,Finals,0.9,Kerrica Hill,18,8,Hydel High,13.66x,1
100 Meter Dash,Boys,3,,Finals,0.6,Bouwahjgie Nkrumi,18,1,Kingston College,10.79Rx,9
100 Meter Dash,Boys,3,,Finals,0.6,Adrian Kerr,18,2,Kingston College,10.81x,7
100 Meter Dash,Boys,3,,Finals,0.6,David Lynch,18,3,Calabar High,11.08x,6
100 Meter Dash,Boys,3,,Finals,0.6,Roshane Mcleod,18,4,Steths,11.12x,5
100 Meter Dash,Boys,3,,Finals,0.6,Elado Coltas,18,5,Calabar High,11.27x,4
100 Meter Dash,Boys,3,,Finals,0.6,Krishaun Corrodus,18,6,Jamaica College,11.30x,3
100 Meter Dash,Boys,3,,Finals,0.6,Jalan Bennett,18,7,Camperdown High,11.32x,2
100 Meter Dash,Boys,3,,Finals,0.6,Rajaun Watson,18,8,Manchester High,11.69x,1
200 Meter Dash,Boys,2,,Finals,1.2,Antonio Watson,18,1,.,20.90x,9
200 Meter Dash,Boys,2,,Finals,1.2,Sachin Dennis,18,2,.,20.95x,7
200 Meter Dash,Boys,2,,Finals,1.2,Zidane Brown,18,3,.,21.14x,6
200 Meter Dash,Boys,2,,Finals,1.2,Javari Thomas,18,4,.,21.14x,5
200 Meter Dash,Boys,2,,Finals,1.2,Andre Bent,18,5,.,21.44x,4
200 Meter Dash,Boys,2,,Finals,1.2,Daniel Chambers,18,6,.,21.58x,3
200 Meter Dash,Boys,2,,Finals,1.2,Raheim Scott,18,7,.,21.62x,2
200 Meter Dash,Boys,2,,Finals,163.3A,Rajay Morris,18,--,DQ,RULEx,0
200 Meter Dash,Girls,2,,Finals,0.8,Kevona Davis,18,1,Edwin Allen High,22.72Rx,9
200 Meter Dash,Girls,2,,Finals,0.8,Kavia Francis,18,2,.,23.58x,7
200 Meter Dash,Girls,2,,Finals,0.8,Julien Alfred,18,3,.,23.74x,6
200 Meter Dash,Girls,2,,Finals,0.8,Selisa Palmer,18,4,.,23.98x,5
200 Meter Dash,Girls,2,,Finals,0.8,Kishawna Wallace,18,5,.,24.10x,4
200 Meter Dash,Girls,2,,Finals,0.8,Krystal Sloley,18,6,.,24.11x,3
200 Meter Dash,Girls,2,,Finals,0.8,Bridgette Campbel,18,7,.,24.15x,2
200 Meter Dash,Girls,2,,Finals,0.8,Kimberly Baker,18,8,.,24.36x,1
200 Meter Dash,Boys,3,,Finals,0.1,Adrian Kerr,18,1,Kingston College,21.69Rx,9
200 Meter Dash,Boys,3,,Finals,0.1,Bouwahjgie Nkrumi,18,2,.,21.74x,7
200 Meter Dash,Boys,3,,Finals,0.1,Lavoughn Douglas,18,3,.,22.52x,6
200 Meter Dash,Boys,3,,Finals,0.1,Roshane Mcleod,18,4,.,22.71x,5
200 Meter Dash,Boys,3,,Finals,0.1,Jalan Bennett,18,5,.,22.85x,4
200 Meter Dash,Boys,3,,Finals,0.1,Elado Coltas,18,6,.,23.18x,3
200 Meter Dash,Boys,3,,Finals,0.1,Rashawn Campbell,18,7,.,23.22x,2
200 Meter Dash,Girls,4,,Finals,0.5,Alana Reid,18,1,.,24.78x,9
200 Meter Dash,Girls,4,,Finals,0.5,Mickayla Gardener,18,2,.,25.14x,7
200 Meter Dash,Girls,4,,Finals,0.5,Asanneya Tomlin,18,3,.,25.31x,6
200 Meter Dash,Girls,4,,Finals,0.5,Damoya Compass,18,4,.,25.39x,5
200 Meter Dash,Girls,4,,Finals,0.5,Mikela Coombs,18,5,.,25.45x,4
200 Meter Dash,Girls,4,,Finals,0.5,Carleta Bernard,18,6,.,25.63x,3
200 Meter Dash,Girls,4,,Finals,0.5,Aaliyah Foster,18,7,.,25.96x,2
200 Meter Dash,Girls,4,,Finals,0.5,Shanise Ellis,18,8,.,26.01x,1
200 Meter Dash,Girls,1,,Finals,1.3,Ockera Myrie,18,1,.,23.31x,9
200 Meter Dash,Girls,1,,Finals,1.3,Michae Harriott,18,2,.,23.37x,7
200 Meter Dash,Girls,1,,Finals,1.3,Kasheika Cameron,18,3,.,23.39x,6
200 Meter Dash,Girls,1,,Finals,1.3,Fredricka Mckenzi,18,4,.,23.81x,5
200 Meter Dash,Girls,1,,Finals,23.94,Daszay Freeman,18,5,.,Schoolx,1.3
200 Meter Dash,Girls,1,,Finals,23.94,Amoi Brown,18,5,.,Highx,1.3
200 Meter Dash,Girls,1,,Finals,1.3,Yanique Dayle,18,7,.,24.09x,2
200 Meter Dash,Girls,1,,Finals,1.3,Kadeja Campbell,18,8,.,24.49x,1
200 Meter Dash,Boys,1,,Finals,+0.0,Christopher Taylo,18,1,Calabar High,20.35x,9
200 Meter Dash,Boys,1,,Finals,+0.0,Anthony Carpenter,18,2,Calabar High,20.92x,7
200 Meter Dash,Boys,1,,Finals,+0.0,Ryiem Robertson,18,3,Jamaica College,21.12x,6
200 Meter Dash,Boys,1,,Finals,+0.0,Xavier Nairne,18,4,Wolmer's,21.18x,5
200 Meter Dash,Boys,1,,Finals,+0.0,Kevon Stone,18,5,Petersfield High,21.32x,4
200 Meter Dash,Boys,1,,Finals,+0.0,Ramone Lindo,18,6,Vere Technical High,21.46x,3
200 Meter Dash,Boys,1,,Finals,+0.0,Danelson Mahautie,18,7,Campion College,21.55x,2
200 Meter Dash,Boys,1,,Finals,+0.0,Kimani Gardner,18,8,Excelsior High,21.99x,1
200 Meter Dash,Girls,3,,Finals,-0.9,Gabrielle Matthew,18,1,Hydel High,23.60x,9
200 Meter Dash,Girls,3,,Finals,-0.9,Tina Clayton,18,2,Edwin Allen High,23.71x,7
200 Meter Dash,Girls,3,,Finals,-0.9,Shenese Walker,18,3,Hydel High,24.19x,6
200 Meter Dash,Girls,3,,Finals,-0.9,Brianna Lyston,18,4,St. Jago High,24.41x,5
200 Meter Dash,Girls,3,,Finals,-0.9,Sashell Reid,18,5,St. Jago High,24.71x,4
200 Meter Dash,Girls,3,,Finals,-0.9,Shenequa Vassell,18,6,Mount Alvernia High,24.72x,3
200 Meter Dash,Girls,3,,Finals,-0.9,Asheika Smith,18,7,Manchester High,24.77x,2
200 Meter Dash,Girls,3,,Finals,-0.9,Salieci Myles,18,8,Edwin Allen High,27.98x,1
400 Meter Dash,Boys,1,,Finals,,Dashawn Morris,18,1,Kingston College,45.09x,9
400 Meter Dash,Boys,1,,Finals,,Anthony Carpenter,18,2,Calabar High,45.47x,7
400 Meter Dash,Boys,1,,Finals,,Chevannie Hanson,18,3,Edwin Allen High,46.03x,6
400 Meter Dash,Boys,1,,Finals,,Shemar Chambers,18,4,Calabar High,46.18x,5
400 Meter Dash,Boys,1,,Finals,,Colby Jennings,18,5,Jamaica College,46.73x,4
400 Meter Dash,Boys,1,,Finals,,Andy Williams,18,6,St. Jago High,46.99x,3
400 Meter Dash,Boys,1,,Finals,,Tevin Evans,18,7,St. Andrew Tech,47.25x,2
400 Meter Dash,Boys,1,,Finals,,Anthony Cox,18,--,St. Jago High,DNFx,0
400 Meter Dash,Boys,2,,Finals,,Antonio Watson,18,1,Petersfield High,47.08x,9
400 Meter Dash,Boys,2,,Finals,,Evaldo Whitehorne,18,2,Calabar High,47.15x,7
400 Meter Dash,Boys,2,,Finals,,Zidane Brown,18,3,Glenmuir High,47.73x,6
400 Meter Dash,Boys,2,,Finals,,Kalonji Grant,18,4,St. George's,47.98x,5
400 Meter Dash,Boys,2,,Finals,,Shanthamoi Brown,18,5,Kingston College,48.37x,4
400 Meter Dash,Boys,2,,Finals,,Malachi Johnson,18,6,Excelsior High,48.69x,3
400 Meter Dash,Boys,2,,Finals,,Rasheim Williams,18,7,Wolmer's,48.79x,2
400 Meter Dash,Boys,2,,Finals,,Raheim Scott,18,--,Rusea's High,FSx,0
400 Meter Dash,Girls,2,,Finals,,Daniella Deer,18,1,Holmwood,53.06x,9
400 Meter Dash,Girls,2,,Finals,,Janielle Josephs,18,2,St. Andrew,53.24x,7
400 Meter Dash,Girls,2,,Finals,,Garriel White,18,3,Hydel High,53.34x,6
400 Meter Dash,Girls,2,,Finals,,Nickisha Pryce,18,4,Vere Technical High,53.50x,5
400 Meter Dash,Girls,2,,Finals,,Nattesha Palmer,18,5,Holmwood,53.67x,4
400 Meter Dash,Girls,2,,Finals,,Selisa Palmer,18,6,Edwin Allen High,54.72x,3
400 Meter Dash,Girls,2,,Finals,,Dorian Nelson,18,7,Excelsior High,54.92x,2
400 Meter Dash,Girls,2,,Finals,,Britney Brown,18,8,The Queens School,54.97x,1
400 Meter Dash,Girls,1,,Finals,,Shiann Salmon,18,1,Hydel High,52.05x,9
400 Meter Dash,Girls,1,,Finals,,Charokee Young,18,2,Hydel High,52.82x,7
400 Meter Dash,Girls,1,,Finals,,Stacey-Ann Willia,18,3,Steths,53.30x,6
400 Meter Dash,Girls,1,,Finals,,Shalysa Wray,18,4,St. Jago High,54.21x,5
400 Meter Dash,Girls,1,,Finals,,Shanamarie Staple,18,5,Lacovia High,54.64x,4
400 Meter Dash,Girls,1,,Finals,,Kimorla Muschette,18,6,Edwin Allen High,55.33x,3
400 Meter Dash,Girls,1,,Finals,,Kadeja Campbell,18,7,Holmwood,55.94x,2
400 Meter Dash,Girls,1,,Finals,,Sanique Walker,18,--,Vere Technical High,DNFx,0
400 Meter Dash,Boys,3,,Finals,,Lavoughn Douglas,18,1,Calabar High,49.38x,9
400 Meter Dash,Boys,3,,Finals,,Adrian Nethersole,18,2,Steths,49.59x,7
400 Meter Dash,Boys,3,,Finals,,Tyreese Williams,18,3,Kingston College,49.83x,6
400 Meter Dash,Boys,3,,Finals,,Lenox Barrett,18,4,Kingston College,50.70x,5
400 Meter Dash,Boys,3,,Finals,,Garth Henry,18,5,Calabar High,50.94x,4
400 Meter Dash,Boys,3,,Finals,,Domonic Atkinstal,18,6,Wolmer's,51.64x,3
400 Meter Dash,Boys,3,,Finals,,Jehlani Gordon,18,7,Wolmer's,51.86x,2
400 Meter Dash,Boys,3,,Finals,,Tahj Hamm,18,8,Holmwood,52.06x,1
400 Meter Dash,Girls,3,,Finals,,Rickiann Russell,18,1,Holmwood,53.60x,9
400 Meter Dash,Girls,3,,Finals,,Oneika Mcannuff,18,2,Hydel High,53.77x,7
400 Meter Dash,Girls,3,,Finals,,Toriann Noad,18,3,Holmwood,55.25x,6
400 Meter Dash,Girls,3,,Finals,,Donnell Hartley,18,4,The Queens School,55.88x,5
400 Meter Dash,Girls,3,,Finals,,Safhia Hinds,18,5,St. Jago High,56.24x,4
400 Meter Dash,Girls,3,,Finals,,Leanna Lewis,18,6,Edwin Allen High,56.51x,3
400 Meter Dash,Girls,3,,Finals,,Dejona Simpson,18,7,Hydel High,56.52x,2
400 Meter Dash,Girls,3,,Finals,,Shevanae Thomas,18,8,Manchester High,56.53x,1
70 Meter Hurdles,Girls,4,,Finals,NWI,Brianna Watt,18,1,Edwin Allen High,10.47x,9
70 Meter Hurdles,Girls,4,,Finals,NWI,Stephanie Griffit,18,2,Hydel High,10.68x,7
70 Meter Hurdles,Girls,4,,Finals,NWI,Orianna Barnett,18,3,Holmwood,10.79x,6
70 Meter Hurdles,Girls,4,,Finals,NWI,Seanna-gaye Lesli,18,4,St. Jago High,10.80x,5
70 Meter Hurdles,Girls,4,,Finals,NWI,Quaycian Davis,18,5,St. Jago High,10.81x,4
70 Meter Hurdles,Girls,4,,Finals,NWI,Dayjhuna Campbell,18,6,Steths,10.81x,3
70 Meter Hurdles,Girls,4,,Finals,NWI,Rashema Lindo,18,7,Steths,10.81x,2
70 Meter Hurdles,Girls,4,,Finals,NWI,Chloe-mae Wilks,18,8,Wolmer's,11.00x,1
80 Meter Hurdles,Girls,3,,Finals,0.2,Gabrielle Matthew,18,1,Hydel High,11.15x,9
80 Meter Hurdles,Girls,3,,Finals,0.2,Janela Spencer,18,2,Manchester High,11.23x,7
80 Meter Hurdles,Girls,3,,Finals,0.2,Danae Nembhard,18,3,St. Jago High,11.28x,6
80 Meter Hurdles,Girls,3,,Finals,0.2,Atalya Wallace,18,4,Holmwood,11.32x,5
80 Meter Hurdles,Girls,3,,Finals,0.2,Oneka Wilson,18,5,Hydel High,11.47x,4
80 Meter Hurdles,Girls,3,,Finals,0.2,Sashell Reid,18,6,St. Jago High,11.61x,3
80 Meter Hurdles,Girls,3,,Finals,0.2,Marissa Simpson,18,7,Clarendon College,12.18x,2
80 Meter Hurdles,Girls,3,,Finals,0.2,Salieci Myles,18,8,Edwin Allen High,15.26x,1
100 Meter Hurdles,Girls,1,,Finals,0.1,Amoi Brown,18,1,Vere Technical High,13.26x,9
100 Meter Hurdles,Girls,1,,Finals,0.1,Daszay Freeman,18,2,The Queens School,13.46x,7
100 Meter Hurdles,Girls,1,,Finals,0.1,Shanette Allison,18,3,Holmwood,13.54x,6
100 Meter Hurdles,Girls,1,,Finals,0.1,Chaneal Harris,18,4,Hydel High,13.82x,5
100 Meter Hurdles,Girls,1,,Finals,0.1,Jada Thomas,18,5,Immaculate,13.89x,4
100 Meter Hurdles,Girls,1,,Finals,0.1,Patrice Watson,18,6,The Queens School,14.03x,3
100 Meter Hurdles,Girls,1,,Finals,0.1,Roxan Foster,18,7,Vere Technical High,14.06x,2
100 Meter Hurdles,Girls,1,,Finals,0.1,Khamoy Farquharso,18,8,Edwin Allen High,14.09x,1
100 Meter Hurdles,Girls,2,,Finals,0.2,Ray-donna Lee,18,1,Hydel High,12.95Rx,9
100 Meter Hurdles,Girls,2,,Finals,0.2,Crystal Morrison,18,2,St. Jago High,13.06x,7
100 Meter Hurdles,Girls,2,,Finals,0.2,Rosealee Cooper,18,3,St. Jago High,13.43x,6
100 Meter Hurdles,Girls,2,,Finals,0.2,Ackera Nugent,18,4,Excelsior High,13.46x,5
100 Meter Hurdles,Girls,2,,Finals,0.2,Winsome Harris,18,5,Steths,13.66x,4
100 Meter Hurdles,Girls,2,,Finals,0.2,Antonette Black,18,6,Edwin Allen High,13.86x,3
100 Meter Hurdles,Girls,2,,Finals,0.2,Taffara Rose,18,7,Hydel High,13.87x,2
100 Meter Hurdles,Girls,2,,Finals,0.2,Dyandra Gray,18,8,Holmwood,14.27x,1
100 Meter Hurdles,Boys,3,,Finals,0.4,Neil-matthew Suth,18,1,Jamaica College,12.87Rx,9
100 Meter Hurdles,Boys,3,,Finals,0.4,David Thomas,18,2,Calabar High,13.20x,7
100 Meter Hurdles,Boys,3,,Finals,0.4,David Williams,18,3,Calabar High,13.33x,6
100 Meter Hurdles,Boys,3,,Finals,0.4,Alicke Cranston,18,4,Steths,13.52x,5
100 Meter Hurdles,Boys,3,,Finals,0.4,Justin Rankine,18,5,Kingston College,13.77x,4
100 Meter Hurdles,Boys,3,,Finals,0.4,Tamarri Lindo,18,6,Kingston College,13.91x,3
100 Meter Hurdles,Boys,3,,Finals,0.4,Khalel Dilon,18,7,Wolmer's,14.00x,2
100 Meter Hurdles,Boys,3,,Finals,0.4,Peter Calvin,18,8,Jamaica College,14.76x,1
110 Meter Hurdles,Boys,1,,Finals,-0.8,Dejour Russell,18,1,Calabar High,13.10Rx,9
110 Meter Hurdles,Boys,1,,Finals,-0.8,Orlando Bennett,18,2,Calabar High,13.30x,7
110 Meter Hurdles,Boys,1,,Finals,-0.8,Rasheed Broadbell,18,3,St. Jago High,13.43x,6
110 Meter Hurdles,Boys,1,,Finals,-0.8,Brithton Senior,18,4,Rusea's High,13.69x,5
110 Meter Hurdles,Boys,1,,Finals,-0.8,Phillip Lemonios,18,5,Jamaica College,13.70x,4
110 Meter Hurdles,Boys,1,,Finals,-0.8,Wayne Pinnock,18,6,Kingston College,13.74x,3
110 Meter Hurdles,Boys,1,,Finals,-0.8,Oquendo Bernard,18,7,Jamaica College,13.87x,2
110 Meter Hurdles,Boys,1,,Finals,-0.8,Micheal Buchanan,18,8,Steths,14.10x,1
110 Meter Hurdles,Boys,2,,Finals,0.5,Vashaun Vascianna,18,1,St. Jago High,13.35Rx,9
110 Meter Hurdles,Boys,2,,Finals,0.5,Jahvel Granville,18,2,St. Jago High,13.62x,7
110 Meter Hurdles,Boys,2,,Finals,0.5,Schavon Carr,18,3,Calabar High,13.68x,6
110 Meter Hurdles,Boys,2,,Finals,0.5,Jerome Campbell,18,4,Calabar High,13.76x,5
110 Meter Hurdles,Boys,2,,Finals,0.5,Davion Williams,18,5,Kingston College,13.81x,4
110 Meter Hurdles,Boys,2,,Finals,0.5,Jahiem Stern,18,6,Jamaica College,14.02x,3
110 Meter Hurdles,Boys,2,,Finals,0.5,Jordani Woodley,18,7,Rusea's High,14.38x,2
110 Meter Hurdles,Boys,2,,Finals,0.5,Warren Henlon,18,--,Steths,DNFx,0
400 Meter Hurdles,Boys,2,,Finals,,Dean Clarke,18,1,Calabar High,52.67x,9
400 Meter Hurdles,Boys,2,,Finals,,Devontie Archer,18,2,Excelsior High,52.72x,7
400 Meter Hurdles,Boys,2,,Finals,,Andre Leslie,18,3,Calabar High,52.90x,6
400 Meter Hurdles,Boys,2,,Finals,,Bradley Spencer,18,4,Wolmer's,53.67x,5
400 Meter Hurdles,Boys,2,,Finals,,Kimarlie Stewart,18,5,Wolmer's,54.77x,4
400 Meter Hurdles,Boys,2,,Finals,,Clinton Simmonds,18,6,St. Jago High,54.86x,3
400 Meter Hurdles,Boys,2,,Finals,,Justin Mitchell,18,7,Jamaica College,56.38x,2
400 Meter Hurdles,Boys,2,,Finals,,Shanthamoi Brown,18,8,Kingston College,59.78x,1
400 Meter Hurdles,Girls,Open,,Finals,,Shiann Salmon,18,1,Hydel High,55.78Rx,9
400 Meter Hurdles,Girls,Open,,Finals,,Sanique Walker,18,2,Vere Technical High,58.03x,7
400 Meter Hurdles,Girls,Open,,Finals,,Moisha Barnes,18,3,Edwin Allen High,58.63x,6
400 Meter Hurdles,Girls,Open,,Finals,,Lavaun Stephenson,18,4,St. Jago High,58.76x,5
400 Meter Hurdles,Girls,Open,,Finals,,Johnelle Thomas,18,5,St. Catherine High,59.82x,4
400 Meter Hurdles,Girls,Open,,Finals,,Lashanna Graham,18,6,Edwin Allen High,59.90x,3
400 Meter Hurdles,Girls,Open,,Finals,,Terice Steen,18,7,Rusea's High,1:00.16x,2
400 Meter Hurdles,Girls,Open,,Finals,,Winsome Harris,18,8,Steths,1:01.82x,1
400 Meter Hurdles,Boys,1,,Finals,,Rovane Williams,18,1,Rhodes Hall High,49.94Rx,9
400 Meter Hurdles,Boys,1,,Finals,,Malik James-king,18,2,Calabar High,50.03x,7
400 Meter Hurdles,Boys,1,,Finals,,Jauavney James,18,3,Steths,50.07x,6
400 Meter Hurdles,Boys,1,,Finals,,Phillip Lemonios,18,4,Jamaica College,51.41x,5
400 Meter Hurdles,Boys,1,,Finals,,Dashinelle Dyer,18,5,Steths,52.50x,4
400 Meter Hurdles,Boys,1,,Finals,,Sean Kalawan,18,6,Edwin Allen High,53.60x,3
400 Meter Hurdles,Boys,1,,Finals,,Akeem Wallace,18,7,St. Andrew Tech,54.73x,2
400 Meter Hurdles,Boys,1,,Finals,,Javed Jones,18,8,B. B. Coke High,55.28x,1
800 Meter Run,Boys,1,,Finals,,Jauavney James,18,1,Steths,1:50.07x,9
800 Meter Run,Boys,1,,Finals,,Ken Reyes,18,2,Jamaica College,1:50.28x,7
800 Meter Run,Boys,1,,Finals,,Kimar Farquharson,18,3,Calabar High,1:50.81x,6
800 Meter Run,Boys,1,,Finals,,Dugion Blackman,18,4,Jamaica College,1:50.86x,5
800 Meter Run,Boys,1,,Finals,,Leon Clarke,18,5,St. Jago High,1:51.32x,4
800 Meter Run,Boys,1,,Finals,,Rushane Fullerton,18,6,Munro College,1:52.99x,3
800 Meter Run,Boys,1,,Finals,,Javon-taye Willia,18,7,Calabar High,1:54.90x,2
800 Meter Run,Boys,1,,Finals,,Tarees Rhoden,18,8,Kingston College,2:05.22x,1
800 Meter Run,Girls,2,,Finals,,Shaquena Foote,18,1,Petersfield High,2:10.02x,9
800 Meter Run,Girls,2,,Finals,,Daniella Deer,18,2,Holmwood,2:11.89x,7
800 Meter Run,Girls,2,,Finals,,Delverna Bromfiel,18,3,Holmwood,2:12.95x,6
800 Meter Run,Girls,2,,Finals,,Shadae Findley,18,4,Steths,2:13.63x,5
800 Meter Run,Girls,2,,Finals,,Kayan Green,18,5,Edwin Allen High,2:15.81x,4
800 Meter Run,Girls,2,,Finals,,Zenon Kerr,18,6,Hydel High,2:17.16x,3
800 Meter Run,Girls,2,,Finals,,Theresa Graham,18,7,Spaldings High,2:17.21x,2
800 Meter Run,Girls,1,,Finals,,Charokee Young,18,1,Hydel High,2:07.10x,9
800 Meter Run,Girls,1,,Finals,,Chrissani May,18,2,Holmwood,2:07.73x,7
800 Meter Run,Girls,1,,Finals,,Brittney Campbell,18,3,Holmwood,2:08.56x,6
800 Meter Run,Girls,1,,Finals,,Kara Grant,18,4,Edwin Allen High,2:10.68x,5
800 Meter Run,Girls,1,,Finals,,Shanique Masters,18,5,Hydel High,2:15.19x,4
800 Meter Run,Girls,1,,Finals,,Tawana Allen,18,6,The Queens School,2:19.01x,3
800 Meter Run,Girls,1,,Finals,,Tameria Howell,18,7,St. Mary High,2:20.06x,2
800 Meter Run,Girls,1,,Finals,,Nadine Rose,18,8,Edwin Allen High,2:20.90x,1
800 Meter Run,Girls,3,,Finals,,Rushana Dwyer,18,1,Edwin Allen High,2:16.85x,9
800 Meter Run,Girls,3,,Finals,,Dahiema Williams,18,2,Holmwood,2:17.20x,7
800 Meter Run,Girls,3,,Finals,,Cheriece Cope,18,3,Spaldings High,2:17.42x,6
800 Meter Run,Girls,3,,Finals,,Kishay Rowe,18,4,Spaldings High,2:18.25x,5
800 Meter Run,Girls,3,,Finals,,Alesia Douglas,18,5,St. Jago High,2:18.79x,4
800 Meter Run,Girls,3,,Finals,,Vanessa Ward,18,6,Titchfield High,2:22.51x,3
800 Meter Run,Girls,3,,Finals,,Subbreana Breaken,18,7,St. Jago High,2:25.18x,2
800 Meter Run,Girls,3,,Finals,,Jessica Mclean,18,8,Edwin Allen High,2:27.14x,1
800 Meter Run,Boys,2,,Finals,,Tyrice Taylor,18,1,Bog Walk High,1:56.36x,9
800 Meter Run,Boys,2,,Finals,,Daniel Cunningham,18,2,Calabar High,1:56.63x,7
800 Meter Run,Boys,2,,Finals,,Javier Brown,18,3,Jamaica College,1:57.03x,6
800 Meter Run,Boys,2,,Finals,,Marcus Hutchinson,18,4,Clarendon College,1:57.14x,5
800 Meter Run,Boys,2,,Finals,,J'Voughnn Blake,18,5,Jamaica College,1:57.38x,4
800 Meter Run,Boys,2,,Finals,,Giovouni Henry,18,6,Kingston College,1:57.60x,3
800 Meter Run,Boys,2,,Finals,,Assinie Wilson,18,7,Ferncourt High,1:58.81x,2
800 Meter Run,Boys,2,,Finals,,Rayon Campbell,18,8,Kingston College,1:59.89x,1
800 Meter Run,Boys,2,,Finals,,Jordan Anderson,18,9,Calabar High,1:59.94x,0
800 Meter Run,Boys,3,,Finals,,Adrian Nethersole,18,1,Steths,1:58.85x,9
