event,gender,clas_s,heat,typ,wind,name,year,position,school,mark,points
400 Meter Dash,Boys,1,,Finals,,Nathon Allen,14,2,St. Jago High,46.16x,7
400 Meter Dash,Boys,1,,Finals,,Lennox Williams,14,3,Manchester High,46.48x,6
400 Meter Dash,Boys,1,,Finals,,Okeen Williams,14,4,St. Elizabet,46.64x,5
400 Meter Dash,Boys,1,,Finals,,Devaughn Baker,14,5,Jamaica College,46.74x,4
400 Meter Dash,Boys,1,,Finals,,Marco Doodnaughtsingh,14,6,Kemps Hill High,46.99x,3
400 Meter Dash,Boys,1,,Finals,,Twayne Crooks,14,7,Vere Technical High,47.80x,2
400 Meter Dash,Boys,1,,Finals,,Ivan Henry,14,8,St. Jago High,48.51x,1
400 Meter Dash,Girls,3,,Finals,,Satanya Wright,14,1,St. Elizabet,54.78x,9
400 Meter Dash,Girls,3,,Finals,,Anna-Kay Allen,14,2,St. Catherine High,55.18x,7
400 Meter Dash,Girls,3,,Finals,,Sanique Walker,14,3,Vere Technical High,55.53x,6
400 Meter Dash,Girls,3,,Finals,,Shiann Salmon,14,4,Hydel High,55.92x,5
400 Meter Dash,Girls,3,,Finals,,Moisha Barnes,14,5,Edwin Allen High,57.17x,4
400 Meter Dash,Girls,3,,Finals,,Abigail Brooks,14,6,Hydel High,57.89x,3
400 Meter Dash,Girls,3,,Finals,,Kimorla Muschette,14,7,Denbigh High,58.00x,2
400 Meter Dash,Girls,3,,Finals,,Sashell Frater,14,--,St. Jago High,DNFx,0
400 Meter Dash,Boys,3,,Finals,,Christopher Taylor,14,1,Calabar High,48.80x,9
400 Meter Dash,Boys,3,,Finals,,Brandon Heath,14,2,Calabar High,50.50x,7
400 Meter Dash,Boys,3,,Finals,,Gary Gordon,14,3,St. Jago High,50.98x,6
400 Meter Dash,Boys,3,,Finals,,Javad Black,14,4,St. Jago High,51.69x,5
400 Meter Dash,Boys,3,,Finals,,Kevon Stone,14,5,Godfrey Stew,53.38x,4
400 Meter Dash,Boys,3,,Finals,,Travis Williams,14,6,Gaynstead High,53.97x,3
400 Meter Dash,Boys,3,,Finals,,Brandon Bryan,14,7,Dinthill Techn,54.07x,2
400 Meter Dash,Boys,3,,Finals,,Romel Plummer,14,8,Munro College,55.40x,1
400 Meter Dash,Girls,2,,Finals,,Tiffany James,14,1,Papine High,54.19x,9
400 Meter Dash,Girls,2,,Finals,,Taqece Duggan,14,2,Hydel High,54.70x,7
400 Meter Dash,Girls,2,,Finals,,Semoy Hemmings,14,3,Hydel High,54.78x,6
400 Meter Dash,Girls,2,,Finals,,Shannon Kalawan,14,4,Edwin Allen High,54.78x,5
400 Meter Dash,Girls,2,,Finals,,Andrenette Knight,14,5,Vere Technical High,54.87x,4
400 Meter Dash,Girls,2,,Finals,,Ashley Willliams,14,6,Holmwood Tech,54.95x,3
400 Meter Dash,Girls,2,,Finals,,Yeashchea Williams,14,7,Dinthill Techn,55.12x,2
400 Meter Dash,Girls,2,,Finals,,Candice Mcleod,14,8,Papine High,55.68x,1
400 Meter Dash,Boys,2,,Finals,,Dontre'd Williams,14,1,Kingston College,47.94x,9
400 Meter Dash,Boys,2,,Finals,,Nathaniel Bann,14,2,Kingston College,48.01x,7
400 Meter Dash,Boys,2,,Finals,,Anthony Carpenter,14,3,Calabar High,48.21x,6
400 Meter Dash,Boys,2,,Finals,,Aykeeme Francis,14,4,Calabar High,48.67x,5
400 Meter Dash,Boys,2,,Finals,,Devaughn Ellington,14,5,Petersfield High,48.94x,4
400 Meter Dash,Boys,2,,Finals,,Leroy Francis,14,6,St. Elizabet,49.85x,3
400 Meter Dash,Boys,2,,Finals,,Leonardo Ledgister,14,7,St. Elizabet,49.95x,2
400 Meter Dash,Boys,2,,Finals,,Carlo Heath,14,8,Manchester High,49.99x,1
400 Meter Dash,Girls,1,,Finals,,Yanique McNeil,14,1,Vere Technical High,52.88x,9
400 Meter Dash,Girls,1,,Finals,,Dawnalee Loney,14,2,Balaclava High,52.91x,7
400 Meter Dash,Girls,1,,Finals,,Asaine Hall,14,3,Petersfield High,53.25x,6
400 Meter Dash,Girls,1,,Finals,,Genekee Leith,14,4,St. Jago High,53.83x,5
400 Meter Dash,Girls,1,,Finals,,Shadae Hylton,14,5,Holmwood Tech,54.25x,4
400 Meter Dash,Girls,1,,Finals,,Camira Haughton,14,6,Edwin Allen High,54.41x,3
400 Meter Dash,Girls,1,,Finals,,Kissi-Ann Brown,14,7,St. Jago High,54.83x,2
400 Meter Dash,Girls,1,,Finals,,Britaney Duncan,14,8,Hydel High,58.16x,1
70 Meter Hurdles,Girls,4,,Finals,-3.1,Mellica Gordon,14,1,St. Jago High,10.49Rx,9
70 Meter Hurdles,Girls,4,,Finals,-3.1,Kimeone Mcleod,14,2,St. Jago High,10.64x,7
70 Meter Hurdles,Girls,4,,Finals,-3.1,Britney Richardson,14,3,Holy Childhood High,10.81x,6
70 Meter Hurdles,Girls,4,,Finals,-3.1,Tamoya Williams,14,4,Convent of Mercy,10.92x,5
70 Meter Hurdles,Girls,4,,Finals,-3.1,Antonette Black,14,5,Edwin Allen High,10.95x,4
70 Meter Hurdles,Girls,4,,Finals,-3.1,Olian Sewell,14,6,Ardenne High,11.25x,3
70 Meter Hurdles,Girls,4,,Finals,-3.1,Daejah Dixon,14,7,St. Elizabet,11.30x,2
70 Meter Hurdles,Girls,4,,Finals,-3.1,Codi-Ann Reid,14,8,Manchester High,11.32x,1
80 Meter Hurdles,Girls,3,,Finals,-2.0,Sidney Marshall,14,1,Manchester High,11.29x,9
80 Meter Hurdles,Girls,3,,Finals,-2.0,Chris-ann Bryan,14,2,Wolmer's Hig,11.31x,7
80 Meter Hurdles,Girls,3,,Finals,-2.0,Shanette Allison,14,3,Holmwood Tech,11.54x,6
80 Meter Hurdles,Girls,3,,Finals,-2.0,Deliesha Dawkins,14,4,Vere Technical High,11.84x,5
80 Meter Hurdles,Girls,3,,Finals,-2.0,Khamoy Farquharson,14,5,Edwin Allen High,11.92x,4
80 Meter Hurdles,Girls,3,,Finals,-2.0,Jynell Graham,14,6,St. Jago High,11.93x,3
80 Meter Hurdles,Girls,3,,Finals,-2.0,Ruth-Ann Roye,14,7,Hydel High,11.99x,2
80 Meter Hurdles,Girls,3,,Finals,-2.0,Moesha Fullerton,14,8,Hydel High,13.08x,1
100 Meter Hurdles,Girls,1,,Finals,-2.5,Peta-gay Williams,14,1,St. Jago High,13.81x,9
100 Meter Hurdles,Girls,1,,Finals,-2.5,Yanique Thompson,14,2,Holmwood Tech,13.95x,7
100 Meter Hurdles,Girls,1,,Finals,-2.5,Claudette Allen,14,3,Edwin Allen High,14.23x,6
100 Meter Hurdles,Girls,1,,Finals,-2.5,Shanice Lewis,14,4,Edwin Allen High,14.54x,5
100 Meter Hurdles,Girls,1,,Finals,-2.5,Anna-Kay West,14,5,Manchester High,14.90x,4
100 Meter Hurdles,Girls,1,,Finals,-2.5,Oweneika Watson,14,6,Holmwood Tech,14.92x,3
100 Meter Hurdles,Girls,1,,Finals,-2.5,Shaniel Murray,14,7,Glengoffe High,14.93x,2
100 Meter Hurdles,Girls,1,,Finals,-2.5,Renae Dennie,14,8,Camperdown High,15.19x,1
100 Meter Hurdles,Boys,3,,Finals,-4.8,Dejour Russell,14,1,Calabar High,13.32x,9
100 Meter Hurdles,Boys,3,,Finals,-4.8,Jordan Roberts,14,2,Jamaica College,13.43x,7
100 Meter Hurdles,Boys,3,,Finals,-4.8,Michael Stephens,14,3,Calabar High,13.91x,6
100 Meter Hurdles,Boys,3,,Finals,-4.8,Tyrese Smith,14,4,Kingston College,13.96x,5
100 Meter Hurdles,Boys,3,,Finals,-4.8,Julian Salmon,14,5,Ardenne High,14.02x,4
100 Meter Hurdles,Boys,3,,Finals,-4.8,Oquendo Bernard,14,6,Jamaica College,14.05x,3
100 Meter Hurdles,Boys,3,,Finals,-4.8,Joel Morgan,14,7,Excelsior High,14.60x,2
100 Meter Hurdles,Boys,3,,Finals,-4.8,Yashawn Hamilton,14,8,Kingston College,15.36x,1
100 Meter Hurdles,Girls,2,,Finals,-3.3,Janeek Brown,14,1,Wolmer's Hig,13.92x,9
100 Meter Hurdles,Girls,2,,Finals,-3.3,Safiya Thompson,14,2,St. Jago High,14.13x,7
100 Meter Hurdles,Girls,2,,Finals,-3.3,Nicolee Foster,14,3,Holmwood Tech,14.46x,6
100 Meter Hurdles,Girls,2,,Finals,-3.3,Andrenette Knight,14,4,Vere Technical High,14.50x,5
100 Meter Hurdles,Girls,2,,Finals,-3.3,Davina Young,14,5,Wolmer's Hig,14.56x,4
100 Meter Hurdles,Girls,2,,Finals,-3.3,Jeanine Williams,14,6,Immaculate C,14.68x,3
100 Meter Hurdles,Girls,2,,Finals,-3.3,Renee Shaw,14,7,Excelsior High,14.75x,2
100 Meter Hurdles,Girls,2,,Finals,-3.3,Brittani Thompson,14,8,Hydel High,14.87x,1
110 Meter Hurdles,Boys,1,,Finals,-3.5,Jaheel Hyde,14,1,Wolmer's Hig,13.53x,9
110 Meter Hurdles,Boys,1,,Finals,-3.5,Tyler Mason,14,2,Jamaica College,13.55x,7
110 Meter Hurdles,Boys,1,,Finals,-3.5,Marvin Williams,14,3,St. Elizabet,13.96x,6
110 Meter Hurdles,Boys,1,,Finals,-3.5,Abraham Robertson,14,4,Wolmer's Hig,14.08x,5
110 Meter Hurdles,Boys,1,,Finals,-3.5,Jovaine Atkinson,14,5,Kingston College,14.14x,4
110 Meter Hurdles,Boys,1,,Finals,-3.5,Seanie Selvin,14,6,Calabar High,14.24x,3
110 Meter Hurdles,Boys,1,,Finals,-3.5,Jordan Chin,14,7,St. Jago High,14.25x,2
110 Meter Hurdles,Boys,1,,Finals,-3.5,Jackson chin,14,8,St. Jago High,14.55x,1
110 Meter Hurdles,Boys,2,,Finals,-3.1,Rohan Cole,14,1,St. Elizabet,13.91x,9
110 Meter Hurdles,Boys,2,,Finals,-3.1,Khori Bennett,14,2,Wolmer's Hig,13.99x,7
110 Meter Hurdles,Boys,2,,Finals,-3.1,Orlando Smith,14,3,St. Elizabet,14.32x,6
110 Meter Hurdles,Boys,2,,Finals,-3.1,Chadrick Brown,14,4,Kingston College,14.33x,5
110 Meter Hurdles,Boys,2,,Finals,-3.1,Kamali Simpson,14,5,St. Jago High,14.58x,4
110 Meter Hurdles,Boys,2,,Finals,-3.1,Lafranz Campbell,14,6,Calabar High,14.63x,3
110 Meter Hurdles,Boys,2,,Finals,-3.1,Zachary Brown,14,7,Kingston College,14.81x,2
110 Meter Hurdles,Boys,2,,Finals,-3.1,Tyrone Bryan,14,8,Calabar High,14.93x,1
400 Meter Hurdles,Girls,Open,,Finals,,Genekee Leith,14,1,St. Jago High,58.20x,9
400 Meter Hurdles,Girls,Open,,Finals,,Shannon Kalawan,14,2,Edwin Allen High,59.16x,7
400 Meter Hurdles,Girls,Open,,Finals,,Andrenette Knight,14,3,Vere Technical High,59.52x,6
400 Meter Hurdles,Girls,Open,,Finals,,Camira Haughton,14,4,Edwin Allen High,1:00.45x,5
400 Meter Hurdles,Girls,Open,,Finals,,Britaney Duncan,14,5,Hydel High,1:00.63x,4
400 Meter Hurdles,Girls,Open,,Finals,,Shanice Cannigan,14,6,Rusea's High,1:03.92x,3
400 Meter Hurdles,Girls,Open,,Finals,,Shantae Green,14,7,Holmwood Tech,1:14.34x,2
400 Meter Hurdles,Girls,Open,,Finals,,Peta-gay Williams,14,--,St. Jago High,DNFx,0
400 Meter Hurdles,Boys,Open,,Finals,,Jaheel Hyde,14,1,Wolmer's Hig,49.49Rx,9
400 Meter Hurdles,Boys,Open,,Finals,,Marvin Williams,14,2,St. Elizabet,51.18x,7
400 Meter Hurdles,Boys,Open,,Finals,,Okeen Williams,14,3,St. Elizabet,51.62x,6
400 Meter Hurdles,Boys,Open,,Finals,,Kemar Mowatt,14,4,Munro College,52.03x,5
400 Meter Hurdles,Boys,Open,,Finals,,Jonah Morgan,14,5,Excelsior High,54.20x,4
400 Meter Hurdles,Boys,Open,,Finals,,Chad Miller,14,6,Kingston College,54.28x,3
400 Meter Hurdles,Boys,Open,,Finals,,Zavier Lawrence,14,7,Calabar High,55.04x,2
400 Meter Hurdles,Boys,Open,,Finals,,Duran Crooks,14,8,Munro College,55.77x,1
800 Meter Run,Boys,2,,Finals,,Jauavney James,14,1,St. Elizabet,1:53.43x,9
800 Meter Run,Boys,2,,Finals,,Rayon Butler,14,2,Holmwood Tech,1:53.57x,7
800 Meter Run,Boys,2,,Finals,,Leon Clarke,14,3,St. Jago High,1:57.27x,6
800 Meter Run,Boys,2,,Finals,,Chevenne Hamilton,14,4,Calabar High,1:58.11x,5
800 Meter Run,Boys,2,,Finals,,Shamar Deacon,14,5,Edwin Allen High,1:58.13x,4
800 Meter Run,Boys,2,,Finals,,Gawayne Porter,14,6,Calabar High,1:58.21x,3
800 Meter Run,Boys,2,,Finals,,Shemar Salmon,14,--,St. Elizabet,DNFx,0
800 Meter Run,Boys,1,,Finals,,Rajay Hamilton,14,1,Calabar High,1:51.41x,9
800 Meter Run,Boys,1,,Finals,,Kevon Robinson,14,2,Spaldings High,1:51.76x,7
800 Meter Run,Boys,1,,Finals,,Chadoye Dawson,14,3,Spaldings High,1:52.41x,6
800 Meter Run,Boys,1,,Finals,,Akeem Francis,14,4,Edwin Allen High,1:54.56x,5
800 Meter Run,Boys,1,,Finals,,Tariq Fullerton,14,5,Munro College,1:54.71x,4
800 Meter Run,Boys,1,,Finals,,Robert Thomas,14,6,Kingston College,1:54.78x,3
800 Meter Run,Boys,1,,Finals,,Shevan Parks,14,7,Bellefield High,1:55.31x,2
800 Meter Run,Boys,1,,Finals,,Shemar Walker,14,8,Jamaica College,1:55.41x,1
800 Meter Run,Boys,3,,Finals,,Devannah Gayle,14,1,:.,2:02.06x,9
800 Meter Run,Boys,3,,Finals,,Andrew Ashby,14,2,:.,2:02.18x,7
800 Meter Run,Boys,3,,Finals,,Keenan Lawrence,14,3,:.,2:02.53x,6
800 Meter Run,Boys,3,,Finals,,Dwight Mason,14,4,:.,2:04.56x,5
800 Meter Run,Boys,3,,Finals,,Anthony Danvern,14,5,:.,2:06.56x,4
800 Meter Run,Boys,3,,Finals,,Detroy Stewart,14,6,:.,2:07.38x,3
800 Meter Run,Boys,3,,Finals,,Conroy Ellis,14,7,:.,2:08.67x,2
800 Meter Run,Boys,3,,Finals,,Romel Plummer,14,--,Munro College,163.3Ax,0
800 Meter Run,Girls,3,,Finals,,Britnie Dixon,14,1,Vere Technical High,2:12.73x,9
800 Meter Run,Girls,3,,Finals,,Chrissani May,14,2,Holmwood Tech,2:16.02x,7
800 Meter Run,Girls,3,,Finals,,Moisha Barnes,14,3,Edwin Allen High,2:17.82x,6
800 Meter Run,Girls,3,,Finals,,Shanae Fisher,14,4,Dinthill Techn,2:19.66x,5
800 Meter Run,Girls,3,,Finals,,Jody-ann Reid,14,5,Edwin Allen High,2:23.29x,4
800 Meter Run,Girls,3,,Finals,,Brittney Campbell,14,6,Holmwood Tech,2:25.48x,3
800 Meter Run,Girls,3,,Finals,,Avagay Bryan,14,7,Hydel High,2:25.85x,2
800 Meter Run,Girls,3,,Finals,,Tara Bert,14,8,Rusea's High,2:31.75x,1
800 Meter Run,Girls,2,,Finals,,Junelle Bromfield,14,1,St. Elizabet,2:10.72x,9
800 Meter Run,Girls,2,,Finals,,Lisa Buchanan,14,2,Holmwood Tech,2:11.86x,7
800 Meter Run,Girls,2,,Finals,,Sasha-gaye Whyte,14,3,Vere Technical High,2:12.28x,6
800 Meter Run,Girls,2,,Finals,,Sashekia Heath,14,4,Holmwood Tech,2:15.82x,5
800 Meter Run,Girls,2,,Finals,,Asshanni Robb,14,5,Edwin Allen High,2:16.13x,4
800 Meter Run,Girls,2,,Finals,,Janiel Moore,14,6,Edwin Allen High,2:18.02x,3
800 Meter Run,Girls,2,,Finals,,Nickeisha Grant,14,7,Guys Hill High,2:19.31x,2
800 Meter Run,Girls,2,,Finals,,Alesha Kelly,14,8,Guys Hill High,2:33.32x,1
800 Meter Run,Girls,1,,Finals,,Marleena Eubanks,14,1,Edwin Allen High,2:06.51x,9
800 Meter Run,Girls,1,,Finals,,Monique Mcpherson,14,2,St. Jago High,2:11.69x,7
800 Meter Run,Girls,1,,Finals,,Chantai Smith,14,3,St. Elizabet,2:11.73x,6
800 Meter Run,Girls,1,,Finals,,Taffoya Shirley,14,4,Holmwood Tech,2:17.22x,5
800 Meter Run,Girls,1,,Finals,,Cameka Witter,14,5,St. Andrew Techn,2:17.31x,4
800 Meter Run,Girls,1,,Finals,,Ackeliah Robertson,14,6,St. Elizabet,2:19.41x,3
800 Meter Run,Girls,1,,Finals,,Shimoya Currie,14,7,Edwin Allen High,2:19.49x,2
800 Meter Run,Girls,1,,Finals,,Shantae Green,14,8,Holmwood Tech,2:26.35x,1
1500 Meter Run,Girls,1,,Finals,,Marleena Eubanks,14,1,Edwin Allen High,4:32.90x,9
1500 Meter Run,Girls,1,,Finals,,Monique Mcpherson,14,2,St. Jago High,4:43.62x,7
1500 Meter Run,Girls,1,,Finals,,Stephanie Barrett,14,3,Rusea's High,4:44.13x,6
1500 Meter Run,Girls,1,,Finals,,Shanieke Watson,14,4,Holmwood Tech,4:49.74x,5
1500 Meter Run,Girls,1,,Finals,,Chantai Smith,14,5,St. Elizabet,4:52.72x,4
1500 Meter Run,Girls,1,,Finals,,Roshae Burrell,14,6,St. Jago High,5:00.94x,3
1500 Meter Run,Girls,1,,Finals,,Taffoya Shirley,14,7,Holmwood Tech,5:01.76x,2
1500 Meter Run,Girls,1,,Finals,,Shimoya Currie,14,8,Edwin Allen High,5:03.60x,1
1500 Meter Run,Girls,1,,Finals,,Aleitha Mclaughlin,14,9,St. Elizabet,5:06.53x,0
1500 Meter Run,Girls,1,,Finals,,Jolie Girard,14,10,Cross Keys High,5:14.26x,0
1500 Meter Run,Girls,1,,Finals,,Abigail Julye,14,11,Convent of Mercy,5:15.54x,0
1500 Meter Run,Girls,1,,Finals,,Aniesha Black,14,12,Glengoffe High,5:21.26x,0
1500 Meter Run,Girls,1,,Finals,,Andrea Grant,14,13,Glengoffe High,5:32.58x,0
1500 Meter Run,Girls,1,,Finals,,Davina Cananna,14,14,Happy Grove High,5:41.11x,0
1500 Meter Run,Boys,1,,Finals,,Rajay Hamilton,14,1,Calabar High,3:58.30x,9
1500 Meter Run,Boys,1,,Finals,,Chadoye Dawson,14,2,Spaldings High,3:59.01x,7
1500 Meter Run,Boys,1,,Finals,,Jorel Bellafonte,14,3,Calabar High,4:00.29x,6
1500 Meter Run,Boys,1,,Finals,,Daniel Glave,14,4,Holmwood Tech,4:06.14x,5
1500 Meter Run,Boys,1,,Finals,,Tariq Fullerton,14,5,Munro College,4:06.88x,4
1500 Meter Run,Boys,1,,Finals,,Shevan Parks,14,6,Bellefield High,4:08.34x,3
1500 Meter Run,Boys,1,,Finals,,Romario Guthrie,14,7,St. Elizabet,4:09.95x,2
1500 Meter Run,Boys,1,,Finals,,Delano Rochester,14,8,Kingston College,4:10.86x,1
1500 Meter Run,Boys,1,,Finals,,Akeem Francis,14,9,Edwin Allen High,4:14.31x,0
1500 Meter Run,Boys,1,,Finals,,Tion Gray,14,10,Petersfield High,4:19.46x,0
1500 Meter Run,Boys,1,,Finals,,Gawayne Lawton,14,11,St. Mary High,4:21.55x,0
1500 Meter Run,Boys,1,,Finals,,Leon Cameron,14,12,Tacius Golding High,4:27.49x,0
1500 Meter Run,Girls,2,,Finals,,Sasha-gaye Whyte,14,1,Vere Technical High,4:41.82x,9
1500 Meter Run,Girls,2,,Finals,,Lisa Buchanan,14,2,Holmwood Tech,4:42.47x,7
1500 Meter Run,Girls,2,,Finals,,Asshanni Robb,14,3,Edwin Allen High,4:49.02x,6
1500 Meter Run,Girls,2,,Finals,,Junelle Bromfield,14,4,St. Elizabet,4:56.49x,5
1500 Meter Run,Girls,2,,Finals,,Sashekia Heath,14,5,Holmwood Tech,5:01.87x,4
1500 Meter Run,Girls,2,,Finals,,Latrice McGann,14,6,Mavis Bank High,5:06.63x,3
1500 Meter Run,Girls,2,,Finals,,Ivaney Robotham,14,7,Kellits High,5:09.63x,2
1500 Meter Run,Girls,2,,Finals,,Alvina Howell,14,8,Edwin Allen High,5:12.60x,1
1500 Meter Run,Girls,2,,Finals,,Alithia Ferron,14,9,Vere Technical High,5:19.43x,0
1500 Meter Run,Girls,2,,Finals,,Mayeshie Mead,14,10,Bellefield High,5:25.81x,0
1500 Meter Run,Girls,2,,Finals,,Shanell Cooper,14,11,Tacius Golding High,5:36.96x,0
1500 Meter Run,Girls,2,,Finals,,Renee Gamon,14,--,B. B. Coke High,DNFx,0
1500 Meter Run,Boys,3,,Finals,,Detroy Stewart,14,1,Edwin Allen High,4:20.04x,9
1500 Meter Run,Boys,3,,Finals,,Andrew Ashby,14,2,Calabar High,4:27.03x,7
1500 Meter Run,Boys,3,,Finals,,Keenan Lawrence,14,3,St. Jago High,4:27.63x,6
1500 Meter Run,Boys,3,,Finals,,Anthony Danvern,14,4,Calabar High,4:33.36x,5
1500 Meter Run,Boys,3,,Finals,,Rushane Fullerton,14,5,Munro College,4:36.02x,4
1500 Meter Run,Boys,3,,Finals,,Navasky Anderson,14,6,St. Jago High,4:36.85x,3
1500 Meter Run,Boys,3,,Finals,,Romar Scott,14,7,Petersfield High,4:37.30x,2
1500 Meter Run,Boys,3,,Finals,,Kobe Simpson,14,8,Manchester High,4:40.61x,1
1500 Meter Run,Boys,3,,Finals,,Karime Dennis,14,9,Kingston College,4:43.36x,0
1500 Meter Run,Boys,3,,Finals,,Romaine Moore,14,10,Buff Bay High,4:49.62x,0
1500 Meter Run,Boys,3,,Finals,,Jamain Miller,14,11,Mavis Bank High,4:50.70x,0
1500 Meter Run,Boys,3,,Finals,,Sadiky Brown,14,12,Jamaica College,4:55.91x,0
1500 Meter Run,Boys,3,,Finals,,Runako Reid,14,13,Kingston College,4:56.35x,0
1500 Meter Run,Boys,3,,Finals,,Ryan Dwyer,14,14,Lacovia High,4:56.76x,0
1500 Meter Run,Boys,3,,Finals,,Rajeeb Haye,14,15,Maggotty High,4:59.26x,0
1500 Meter Run,Boys,3,,Finals,,Devon Senior,14,16,Mavis Bank High,5:06.57x,0
1500 Meter Run,Boys,3,,Finals,,Shawn Smith,14,--,Dinthill Techn,DNFx,0
1500 Meter Run,Girls,3,,Finals,,Britnie Dixon,14,1,Vere Technical High,4:49.08x,9
1500 Meter Run,Girls,3,,Finals,,Monifa Green,14,2,Hydel High,4:54.05x,7
1500 Meter Run,Girls,3,,Finals,,Chrissani May,14,3,Holmwood Tech,4:56.55x,6
1500 Meter Run,Girls,3,,Finals,,Aneisha Ingram,14,4,Edwin Allen High,4:59.46x,5
1500 Meter Run,Girls,3,,Finals,,Emily Coley,14,5,Hydel High,5:04.89x,4
1500 Meter Run,Girls,3,,Finals,,Kara Grant,14,6,Spaldings High,5:09.49x,3
1500 Meter Run,Girls,3,,Finals,,Tara Bert,14,7,Rusea's High,5:12.95x,2
1500 Meter Run,Girls,3,,Finals,,Shanae Fisher,14,8,Dinthill Techn,5:14.21x,1
1500 Meter Run,Girls,3,,Finals,,Kelly-ann Beckford,14,9,Albert Town High,5:30.85x,0
1500 Meter Run,Girls,3,,Finals,,Manique Campbell,14,10,Vere Technical High,5:34.87x,0
1500 Meter Run,Girls,3,,Finals,,roshelle Linndsay,14,11,Thompson Town High,5:45.62x,0
1500 Meter Run,Girls,3,,Finals,,Jody-ann Reid,14,--,Edwin Allen High,DNFx,0
1500 Meter Run,Boys,2,,Finals,,Jauavney James,14,1,St. Elizabet,4:04.85x,9
1500 Meter Run,Boys,2,,Finals,,Rayon Butler,14,2,Holmwood Tech,4:05.23x,7
1500 Meter Run,Boys,2,,Finals,,Shemar Salmon,14,3,St. Elizabet,4:09.31x,6
1500 Meter Run,Boys,2,,Finals,,Shane Buchanan,14,4,Kingston College,4:10.30x,5
1500 Meter Run,Boys,2,,Finals,,Shamar Deacon,14,5,Edwin Allen High,4:16.01x,4
1500 Meter Run,Boys,2,,Finals,,Romar Mundle,14,6,Bellefield High,4:17.60x,3
1500 Meter Run,Boys,2,,Finals,,Derman Campell,14,7,York Castle High,4:18.54x,2
1500 Meter Run,Boys,2,,Finals,,Nickolos Rose,14,8,Claude McKay High,4:21.88x,1
1500 Meter Run,Boys,2,,Finals,,Chevenne Hamilton,14,9,Calabar High,4:27.81x,0
1500 Meter Run,Boys,2,,Finals,,Dashane Brown,14,10,Kingston College,4:28.27x,0
1500 Meter Run,Boys,2,,Finals,,Kashiek Brown,14,11,Jamaica College,4:41.68x,0
1500 Meter Run,Boys,2,,Finals,,Ceejay Murray,14,--,Buff Bay High,DNFx,0
2000 Meter Steeplechase,Boys,Open,,Finals,,Obrian Frith,14,1,Holmwood Tech,5:59.70Rx,9
2000 Meter Steeplechase,Boys,Open,,Finals,,Larone Haye,14,2,St. Jago High,6:03.41x,7
2000 Meter Steeplechase,Boys,Open,,Finals,,Winston Freeman,14,3,Bellefield High,6:04.58x,6
2000 Meter Steeplechase,Boys,Open,,Finals,,Romario Foote,14,4,Kingston College,6:08.73x,5
2000 Meter Steeplechase,Boys,Open,,Finals,,Kamoy Blake,14,5,Jamaica College,6:10.10x,4
2000 Meter Steeplechase,Boys,Open,,Finals,,Romario Guthrie,14,6,St. Elizabet,6:10.27x,3
2000 Meter Steeplechase,Boys,Open,,Finals,,Kemar McCallum,14,7,Jamaica College,6:21.12x,2
2000 Meter Steeplechase,Boys,Open,,Finals,,Dino Rochester,14,8,Kingston College,6:22.03x,1
2000 Meter Steeplechase,Boys,Open,,Finals,,Leon Cameron,14,9,Tacius Golding High,6:24.32x,0
2000 Meter Steeplechase,Boys,Open,,Finals,,Kemar Dixon,14,10,Bellefield High,6:24.41x,0
2000 Meter Steeplechase,Boys,Open,,Finals,,Kemar Ramsay,14,11,Holmwood Tech,6:31.68x,0
2000 Meter Steeplechase,Boys,Open,,Finals,,Henry Thomas,14,12,Central High,6:33.22x,0
2000 Meter Steeplechase,Boys,Open,,Finals,,Adrian Walker,14,13,Calabar High,6:42.65x,0
2000 Meter Steeplechase,Boys,Open,,Finals,,Deandre Heath,14,14,Tacius Golding High,7:03.57x,0
2000 Meter Steeplechase,Boys,Open,,Finals,,Damar Hylton,14,--,Petersfield High,DNFx,0
2000 Meter Steeplechase,Girls,Open,,Finals,,Shanieke Watson,14,1,Holmwood Tech,7:17.41x,9
2000 Meter Steeplechase,Girls,Open,,Finals,,Monifa Green,14,2,Hydel High,7:33.73x,7
2000 Meter Steeplechase,Girls,Open,,Finals,,Alithia Ferron,14,3,Vere Technical High,7:38.49x,6
2000 Meter Steeplechase,Girls,Open,,Finals,,Ophia Simmonds,14,4,St. Jago High,7:42.77x,5
2000 Meter Steeplechase,Girls,Open,,Finals,,Tameika Lyons,14,5,Hydel High,7:54.37x,4
2000 Meter Steeplechase,Girls,Open,,Finals,,Alvina Howell,14,6,Edwin Allen High,7:58.32x,3
2000 Meter Steeplechase,Girls,Open,,Finals,,Teresha Jacobs,14,7,Edwin Allen High,8:05.26x,2
2000 Meter Steeplechase,Girls,Open,,Finals,,Conangela Senior,14,8,St. Jago High,8:11.45x,1
2000 Meter Steeplechase,Girls,Open,,Finals,,Anieka Facey,14,9,Holmwood Tech,8:20.03x,0
2000 Meter Steeplechase,Girls,Open,,Finals,,Shaneice Buchanan,14,10,Rusea's High,8:21.01x,0
3000 Meter Run,Girls,Open,,Finals,,Shanieke Watson,14,1,Holmwood Tech,10:22.07x,9
3000 Meter Run,Girls,Open,,Finals,,Stephanie Barrett,14,2,Rusea's High,10:23.14x,7
3000 Meter Run,Girls,Open,,Finals,,Britnie Dixon,14,3,Vere Technical High,10:28.75x,6
